id,week,center_id,meal_id,checkout_price,base_price,emailer_for_promotion,homepage_featured,num_orders
1000544,11,30,2704,243.53,291.03,0,1,123
1000545,52,86,1445,399.64,630.56,1,0,297
1000546,71,36,1109,195.94,319.13,0,0,663
1000547,56,129,2290,271.63,270.63,0,0,621
1000548,96,20,1962,678.03,679.03,0,0,108
1000549,133,106,1558,533.53,532.53,0,0,202
1000551,11,102,1885,123.25,121.25,0,0,107
1000552,48,52,1847,234.8,232.8,0,0,67
1000553,134,66,2867,484.03,765.33,1,0,150
1000554,27,101,2760,173.63,243.53,0,0,177
1000555,41,89,2444,485.03,620.86,1,0,447
1000556,47,17,1543,485.03,484.03,0,1,14
1000558,113,152,1770,485.03,486.03,0,0,81
1000559,49,101,1109,321.13,320.13,0,0,379
1000560,113,94,2539,98.03,98.03,0,0,190
1000561,33,113,2704,290.03,290.03,0,0,28
1000562,17,137,1198,153.26,154.26,0,0,702
1000563,112,27,2956,582.03,582.03,0,0,149
1000564,142,162,1778,156.2,176.54,0,0,95
1000565,78,26,2126,513.13,515.13,0,0,67
1000566,106,20,2826,327.86,327.86,0,0,231
1000567,139,174,1962,549.08,640.23,0,0,447
1000568,72,102,2290,261.93,261.93,0,0,366
1000569,104,152,2539,98,122.28,1,0,54
1000570,37,73,1109,262.9,296.85,0,0,338
1000571,97,76,2826,243.5,299.76,0,0,472
1000572,45,41,1778,166.87,165.87,0,0,80
1000573,62,32,2139,309.49,307.49,0,0,13
1000574,57,152,1885,115.43,117.43,0,0,379
1000575,82,50,2631,154.26,153.26,0,0,40
1000576,114,186,2956,583.03,581.03,0,0,27
1000577,38,109,1962,435.59,678.03,1,1,715
1000578,109,146,1778,164.9,164.9,0,0,215
1000579,4,104,1885,135.86,135.86,0,1,1026
1000580,65,77,1230,323.01,325.01,0,0,68
1000581,2,42,1230,321.13,319.13,0,0,95
1000582,24,113,1230,317.19,318.19,0,0,96
1000583,102,66,1525,292.03,290.03,0,0,135
1000584,69,42,1878,280.33,280.33,0,0,269
1000585,8,72,1109,236.74,311.43,0,0,392
1000587,77,91,1109,309.43,310.43,0,0,81
1000588,145,113,1248,150.38,151.38,0,0,53
1000589,140,67,2444,727.53,727.53,0,0,82
1000590,31,67,1230,376.36,378.36,0,0,161
1000591,107,129,2631,145.5,145.5,0,0,54
1000593,54,174,2126,438.5,533.53,0,1,82
1000594,94,145,2139,288.15,286.15,0,0,95
1000596,88,86,1770,486.03,485.03,0,0,27
1000597,33,99,1971,309.43,309.43,0,0,15
1000598,127,13,1993,151.35,150.38,0,1,2213
1000599,90,39,2569,309.43,309.43,0,0,1094
1000600,69,65,2139,242.5,307.49,0,0,27
1000601,113,102,1062,154.23,178.54,0,0,445
1000602,52,109,1993,122.28,143.56,1,1,1203
1000603,19,129,1727,426.83,425.83,0,0,134
1000604,119,24,2306,335.62,336.62,0,0,40
1000605,95,102,1230,306.58,305.58,0,0,297
1000606,96,59,1438,196,194,0,0,28
1000607,9,59,1558,582.03,582.03,0,0,82
1000608,144,11,1847,194,195,0,0,95
1000609,127,91,1109,309.43,311.43,0,0,82
1000610,20,34,2640,241.53,242.53,0,0,298
1000611,83,93,2444,629.53,629.53,0,0,14
1000612,67,162,2306,243.5,338.53,0,0,15
1000613,80,14,1525,241.53,290.03,0,0,136
1000614,18,65,1230,317.22,322.07,1,1,338
1000615,84,55,1778,185.33,183.33,0,0,231
1000616,96,53,1248,155.26,153.26,0,0,54
1000617,87,36,2956,583.03,583.03,0,0,134
1000618,26,81,1754,282.33,280.33,0,0,366
1000619,93,106,2290,262.93,261.93,0,0,743
1000620,119,113,1525,292.03,291.03,0,0,15
1000621,7,58,1207,317.25,315.25,0,0,270
1000622,104,64,2569,310.43,309.43,0,0,338
1000623,77,177,1885,117.37,118.37,0,0,298
1000624,2,20,2826,328.83,330.83,0,0,324
1000625,104,88,1885,95.06,116.4,1,1,662
1000626,134,23,1198,340.53,339.53,0,0,13
1000627,77,26,2640,281.33,282.33,0,1,108
1000628,18,42,1558,640.23,640.23,0,0,13
1000629,87,101,1445,670.33,668.33,0,0,41
1000630,1,61,2704,242.5,275.51,0,0,107
1000631,17,137,1971,324.04,322.04,0,0,122
1000632,88,50,1230,322.1,322.1,0,0,123
1000633,73,91,2704,244.5,291.03,0,0,14
1000634,14,157,1754,252.23,253.23,0,0,350
1000636,92,27,2826,299.76,298.76,0,0,364
1000637,130,161,1207,302.67,368.63,0,0,41
1000639,80,137,1885,144.56,145.53,0,1,1634
1000640,44,75,1993,122.28,120.28,0,0,568
1000641,46,72,2707,228.98,227.98,0,0,379
1000643,81,110,2126,514.13,514.13,0,0,80
1000644,85,92,1248,94.15,149.38,1,1,310
1000645,107,101,2490,281.36,279.36,0,0,285
1000646,129,23,1248,157.17,156.17,0,0,26
1000647,71,106,2539,122.25,122.25,0,0,54
1000648,91,59,2444,437.53,669.33,1,1,256
1000650,92,143,2490,243.5,242.5,0,0,161
1000651,42,139,2490,243.5,243.5,1,1,918
1000652,8,53,2704,292.03,292.03,0,1,107
1000653,122,129,1727,447.23,445.23,0,0,177
1000654,135,104,1754,300.73,299.73,0,0,701
1000655,121,30,2707,237.65,239.65,0,0,744
1000656,114,83,2490,292.03,290.03,0,0,163
1000657,42,66,2707,219.22,219.22,0,0,270
1000658,66,143,1885,123.25,122.25,0,0,148
1000659,94,67,1311,195.94,196.94,0,0,177
1000660,128,104,2867,688.73,688.73,0,0,55
1000661,93,143,2139,291.03,290.03,0,0,42
1000663,12,113,1993,115.49,115.49,0,0,338
1000664,94,17,2581,679.03,680.03,0,0,94
1000665,35,152,2290,298.76,300.76,0,0,796
1000667,27,20,2290,309.43,311.43,0,0,162
1000668,91,17,1727,340.53,445.23,0,0,351
1000669,77,14,2290,309.49,309.49,0,0,188
1000670,48,77,1558,640.23,641.23,0,0,41
1000671,110,145,1207,309.43,310.43,0,0,310
1000672,43,57,1778,179.51,178.51,0,0,202
1000673,34,77,1207,321.07,322.07,0,0,202
1000674,2,14,1216,456.93,456.93,0,0,14
1000675,40,58,2139,298.82,297.82,0,0,14
1000676,112,51,1885,148.44,149.44,0,0,513
1000677,72,186,2290,240.59,239.59,0,0,528
1000678,145,102,1109,276.48,277.48,0,0,109
1000679,119,68,1525,292.03,291.03,0,0,94
1000680,26,162,1247,485.03,486.03,0,0,15
1000681,16,67,1962,610.13,610.13,0,0,204
1000682,119,97,2640,281.33,281.33,0,0,270
1000683,143,43,1230,383.18,382.18,0,0,242
1000684,49,161,1727,403.55,404.55,0,0,202
1000686,11,39,1543,505.43,504.43,0,0,40
1000687,9,106,2707,221.16,221.16,0,0,271
1000688,111,32,1878,281.33,280.33,0,0,68
1000689,105,66,1878,281.33,282.33,0,0,365
1000690,133,101,2760,242.53,242.53,0,0,27
1000691,68,14,2704,290.03,290.03,0,0,55
1000692,83,57,2539,118.34,118.34,0,0,54
1000693,122,27,1311,271.63,272.63,0,0,69
1000694,7,52,1198,198.88,197.88,0,0,284
1000695,61,139,2707,222.13,222.13,0,0,95
1000696,65,88,2867,484.03,631.53,1,0,54
1000697,55,64,1207,315.28,314.28,0,0,94
1000699,114,76,2306,243.5,359.93,1,1,81
1000700,26,89,2490,254.2,253.2,0,0,204
1000701,119,162,1062,183.33,183.33,0,0,96
1000702,106,124,2569,304.64,304.64,0,0,393
1000703,56,106,1727,402.55,403.55,0,0,148
1000704,76,42,2956,631.53,631.53,0,0,40
1000705,30,27,1803,162.05,189.18,0,0,270
1000706,102,80,1109,298.82,298.82,0,0,338
1000707,79,61,1109,305.61,305.61,0,0,283
1000708,60,20,1216,408.43,407.43,0,0,26
1000709,42,93,1062,175.6,176.6,0,0,404
1000710,77,174,1993,144.53,146.53,0,1,1675
1000711,129,64,1993,119.34,119.34,0,0,136
1000713,84,137,1207,373.48,466.63,0,0,134
1000714,39,43,1216,367.63,368.63,0,0,94
1000715,11,83,1525,242.53,281.33,0,0,122
1000716,35,61,2290,293.94,294.94,0,0,757
1000717,51,129,1445,631.53,630.53,0,0,54
1000719,84,109,1558,484.03,679.03,1,1,351
1000720,123,59,2577,241.53,290.03,0,0,217
1000721,72,51,1311,197.94,197.94,0,0,177
1000722,139,57,1207,359.93,357.93,0,0,177
1000723,8,58,1525,282.33,280.33,0,0,41
1000724,21,97,2704,260.02,259.02,0,0,204
1000725,50,126,1438,240.56,242.56,0,0,176
1000726,101,124,2444,435.53,670.33,1,1,310
1000727,4,161,2577,241.53,243.53,0,0,148
1000728,95,104,2490,268.69,268.69,0,0,216
1000729,20,145,1216,416.13,416.13,0,0,54
1000730,120,81,1778,172.72,170.72,0,0,202
1000731,90,57,2126,426.83,513.13,0,0,42
1000732,77,57,2640,281.33,282.33,0,0,26
1000733,8,110,1993,94.15,120.34,1,0,879
1000735,134,162,1902,445.23,447.23,0,0,15
1000736,40,58,2490,242.5,244.5,0,0,323
1000737,35,13,1770,486.03,485.03,0,0,69
1000738,95,94,1971,289.06,291.06,0,0,215
1000739,10,68,1993,106.7,108.7,0,0,352
1000740,124,132,1847,194,195,0,0,107
1000741,27,64,1885,119.37,119.37,0,0,325
1000742,141,162,1207,357.96,357.96,0,0,136
1000743,38,99,1558,433.59,678.03,1,0,1081
1000744,109,75,1902,447.23,445.23,0,0,14
1000745,71,34,2322,321.07,321.07,0,0,163
1000746,20,83,1754,281.33,282.33,0,0,419
1000747,2,152,1543,504.43,505.43,0,0,68
1000749,68,72,2290,286.15,288.15,0,0,473
1000750,136,113,1971,323.07,323.07,0,0,458
1000751,102,11,1445,668.33,669.33,0,0,134
1000752,110,162,1727,376.39,375.39,0,0,163
1000753,39,186,1885,93.12,93.12,0,0,554
1000754,50,75,1962,641.23,639.23,0,0,81
1000755,84,23,1525,292.03,290.03,0,0,95
1000756,130,55,1198,185.3,228.01,0,0,148
1000757,103,77,2631,94.09,154.26,0,0,41
1000758,71,65,1247,416.13,417.13,0,0,40
1000759,67,91,1109,229.95,319.13,0,0,95
1000760,124,59,1248,97,153.26,0,0,150
1000761,41,108,2867,485.03,620.86,1,1,339
1000762,102,10,1230,320.1,321.1,0,0,244
1000763,81,72,2539,145.5,146.53,0,1,216
1000764,28,110,1993,118.34,120.34,0,0,500
1000765,143,94,1878,319.13,321.13,0,0,27
1000767,98,93,2490,244.5,244.5,0,0,162
1000768,50,129,2581,641.23,640.23,0,0,68
1000769,119,174,2631,155.26,153.26,0,0,203
1000770,28,52,1727,445.23,447.23,0,0,486
1000771,14,129,2760,198.88,232.83,0,0,135
1000773,113,67,2306,248.35,359.93,1,1,296
1000774,120,174,2104,583.03,581.03,0,0,136
1000775,119,108,2290,266.75,299.73,1,0,1970
1000776,8,94,1525,282.33,280.33,0,0,15
1000777,118,76,2539,150.35,152.35,0,0,149
1000778,109,146,2126,486.94,486.94,0,0,96
1000779,110,23,2490,291.03,290.03,0,0,161
1000780,55,186,1778,176.6,174.6,0,0,80
1000781,111,20,1216,340.5,388.03,0,0,67
1000782,51,23,2539,125.19,143.59,0,1,175
1000783,139,83,2826,326.92,326.92,0,0,445
1000784,122,59,1207,513.13,514.13,0,0,54
1000785,117,174,2322,379.27,492.82,0,0,257
1000786,16,14,1770,485.03,485.03,0,0,13
1000787,112,76,2640,291.03,292.03,0,0,14
1000788,66,27,2139,290.03,290.03,0,0,55
1000789,65,129,1727,427.83,425.83,0,0,283
1000791,3,106,1543,505.43,505.43,0,0,15
1000792,118,50,1230,322.04,322.04,0,0,242
1000793,43,80,1727,445.23,445.23,0,0,594
1000794,44,67,1962,678.03,680.03,0,0,445
1000795,40,43,2322,450.08,450.08,0,0,163
1000798,46,145,1230,317.22,317.22,0,0,459
1000799,10,10,1803,129.04,175.63,0,0,203
1000800,115,143,1445,709.13,709.13,0,0,41
1000801,81,30,1885,144.53,144.53,0,0,1054
1000802,109,126,1248,154.26,155.26,0,0,55
1000803,34,14,2640,280.33,282.33,0,0,80
1000804,138,80,2304,371.54,486.03,1,0,82
1000805,69,50,1525,291.03,292.03,0,0,107
1000806,70,92,1885,115.43,115.43,0,0,96
1000807,120,20,2867,688.73,688.73,0,0,82
1000808,4,65,1543,484.03,484.03,0,1,94
1000809,111,32,2306,340.53,340.53,0,0,53
1000810,35,11,1971,311.43,310.43,0,0,514
1000811,36,81,2322,319.13,319.13,0,0,271
1000812,34,129,1971,259.99,258.99,0,0,229
1000813,6,66,1525,282.33,281.33,0,0,26
1000814,118,81,1248,155.26,153.26,0,0,68
1000815,96,143,1109,318.16,320.16,0,0,296
1000816,120,132,2640,291.03,291.03,0,0,202
1000817,77,174,2581,679.03,680.03,0,0,68
1000818,85,93,2569,311.43,310.43,0,0,243
1000819,42,129,1207,324.98,325.98,0,0,69
1000820,145,76,2826,377.33,377.33,0,0,243
1000821,82,106,1885,119.31,120.31,0,0,607
1000822,117,108,2867,688.73,688.73,0,0,121
1000823,3,68,1885,97.03,115.49,0,1,528
1000825,64,126,2631,151.35,150.35,0,0,68
1000826,89,73,1109,287.12,321.13,0,0,136
1000827,113,137,2290,301.73,300.73,0,0,971
1000828,53,72,1525,291.03,292.03,0,0,149
1000829,79,30,1571,582.03,582.03,0,0,53
1000830,36,86,2826,318.19,318.19,0,0,392
1000832,79,30,2304,484.03,485.03,0,0,82
1000833,100,65,1230,302.64,303.64,0,0,188
1000834,59,59,2539,146.53,144.53,0,0,460
1000835,41,77,2306,243.5,338.53,0,0,41
1000836,71,57,2631,95.09,150.38,0,0,80
1000837,98,61,1247,446.23,445.23,0,0,13
1000838,28,29,1230,319.16,318.16,0,0,244
1000839,16,55,1207,319.19,388,0,1,269
1000840,82,11,1962,679.03,680.03,0,0,231
1000841,2,143,1558,583.03,610.13,1,1,80
1000842,28,146,1878,280.33,282.33,0,0,649
1000843,49,88,1754,215.4,282.33,0,0,824
1000844,83,66,2306,338.53,338.53,0,0,26
1000847,100,57,2322,315.25,316.25,0,0,204
1000848,143,36,2539,150.35,152.35,0,0,242
1000849,62,110,2707,216.31,217.31,0,0,202
1000850,81,157,1062,174.66,173.66,0,0,364
1000851,88,14,2139,308.49,308.49,0,0,28
1000852,136,152,1230,313.37,368.63,0,0,55
1000853,42,68,2322,324.98,325.98,0,0,68
1000854,7,51,1878,245.47,282.33,0,1,229
1000855,116,74,2631,155.26,155.26,0,0,13
1000856,60,89,2304,461.72,463.72,0,0,53
1000857,106,14,1878,291.03,290.03,0,0,40
1000858,35,186,2539,95.06,97.06,0,0,148
1000859,74,14,2664,321.13,321.13,0,0,244
1000860,48,132,1311,144.56,239.59,0,0,269
1000861,122,94,1878,282.33,280.33,0,0,54
1000862,141,97,1247,445.23,446.23,0,0,14
1000863,46,113,1230,318.19,319.19,0,0,202
1000864,37,27,1885,144.56,135.83,0,1,1175
1000865,51,36,1878,280.33,282.33,0,0,175
1000866,87,145,2306,243.5,349.23,0,0,55
1000867,38,24,2760,242.53,242.53,0,0,204
1000868,73,67,1198,134.83,208.61,0,0,256
1000869,42,137,2322,373.51,459.81,0,0,161
1000870,95,89,2322,323.98,374.48,0,0,123
1000871,134,94,2826,325.92,326.92,0,0,323
1000872,85,132,2867,670.33,669.33,0,0,26
1000873,115,27,2304,473.39,472.39,0,0,41
1000874,35,83,1062,161.08,160.08,0,0,540
1000875,69,67,1778,181.39,181.39,0,0,285
1000876,13,94,2304,505.43,505.43,0,0,27
1000877,84,146,2126,514.13,514.13,0,0,176
1000878,15,157,1727,320.13,319.13,0,0,473
1000879,41,149,2322,321.1,322.1,0,0,134
1000880,14,104,1878,280.33,281.33,0,0,149
1000881,4,102,2539,120.28,121.25,0,1,161
1000882,4,23,1770,339.53,484.03,0,0,13
1000883,32,129,1445,709.13,709.13,0,0,40
1000884,49,174,2581,679.03,679.03,0,0,217
1000885,122,43,2290,279.36,311.37,0,0,1931
1000886,92,153,1109,298.76,298.76,0,0,379
1000887,86,65,2539,96.03,119.31,1,0,202
1000888,129,10,2494,195,194,0,0,150
1000889,17,68,1062,158.17,177.54,0,0,217
1000891,124,30,1847,195,195,0,0,40
1000892,45,76,1248,150.35,152.35,0,0,69
1000893,74,106,2322,305.55,384.15,0,1,595
1000894,37,72,1207,476.33,476.33,0,0,27
1000895,93,83,2492,445.23,445.23,0,0,42
1000896,37,50,1247,484.03,484.03,0,0,80
1000897,98,129,2707,193.09,192.09,0,0,271
1000898,107,64,1207,278.39,314.31,0,1,229
1000899,73,89,2826,349.23,350.23,0,0,688
1000900,30,102,1558,641.23,641.23,0,0,55
1000901,140,137,2306,212.49,335.62,1,0,82
1000902,1,30,1993,135.83,152.35,0,1,1283
1000903,76,108,1109,301.73,299.73,0,0,838
1000904,72,157,1778,164.9,164.9,0,0,54
1000905,15,91,1971,322.04,323.04,0,0,28
1000906,36,23,1778,163.99,184.33,0,0,690
1000908,89,30,1198,179.45,319.13,0,0,217
1000909,124,43,2577,242.53,292.03,0,0,135
1000911,115,137,1198,183.33,184.33,0,0,539
1000912,41,177,2581,639.23,641.23,0,0,67
1000913,82,80,2640,292.03,290.03,0,1,67
1000915,38,74,1971,274.51,275.51,0,0,378
1000918,96,65,1878,282.33,281.33,0,0,391
1000919,144,32,2760,184.36,262.93,0,0,28
1000920,112,11,1438,242.5,244.5,0,0,40
1000921,16,74,1885,123.25,123.25,0,0,161
1000922,66,52,1571,629.53,631.53,0,0,26
1000923,76,152,1247,446.23,446.23,0,0,13
1000924,114,81,2569,283.3,281.3,0,0,324
1000925,100,27,2704,290.03,290.03,0,1,203
1000926,18,57,1878,242.53,242.53,0,0,42
1000927,67,68,1993,123.25,122.25,0,0,392
1000928,64,108,2956,629.53,630.53,0,0,26
1000929,137,42,2492,455.93,454.93,0,0,68
1000930,14,72,2444,620.86,619.86,0,0,41
1000931,129,61,1248,155.26,153.26,0,0,55
1000932,100,174,1993,150.41,145.53,0,1,1432
1000933,126,17,2640,291.03,290.03,0,0,162
1000934,76,186,2322,321.07,323.07,0,0,229
1000935,7,152,2760,231.83,233.83,0,0,135
1000937,122,110,2490,243.5,242.5,0,0,270
1000939,131,20,2490,292.03,290.03,0,0,163
1000940,58,132,2126,532.53,533.53,0,0,68
1000941,61,101,2490,254.2,252.2,0,0,339
1000942,85,83,1902,445.23,445.23,0,0,26
1000943,135,42,2760,262.93,260.93,0,0,82
1000944,93,67,1847,195,225.07,0,0,95
1000945,118,42,2956,581.03,581.03,0,0,108
1000946,145,93,2490,279.36,279.36,0,0,175
1000947,79,30,2640,291.03,290.03,0,0,244
1000948,85,81,2290,238.62,239.62,0,0,823
1000949,10,113,2867,435.53,658.63,1,0,190
1000950,125,42,1230,323.01,324.01,0,0,204
1000951,44,43,2444,618.86,619.86,0,0,258
1000952,104,153,2826,329.86,327.86,0,0,297
1000953,99,93,1727,404.55,402.55,0,0,231
1000955,99,41,2490,281.36,279.36,0,0,82
1000956,51,65,1902,486.03,485.03,0,0,14
1000957,93,55,2569,310.46,308.46,0,0,54
1000958,127,77,2569,339.53,339.53,0,0,487
1000959,14,64,2826,328.86,329.86,0,0,258
1000960,60,137,2664,286.15,336.65,0,0,730
1000961,25,161,2539,95.06,96.06,0,0,161
1000963,9,89,2492,388.03,388.03,0,0,27
1000964,93,149,1216,339.5,436.53,0,0,95
1000965,51,75,2867,629.53,629.53,0,0,14
1000966,3,93,1878,243.53,242.53,0,0,161
1000968,81,81,2577,280.33,282.33,0,0,96
1000969,118,106,1885,118.4,118.4,0,0,620
1000970,145,17,1445,728.53,728.53,0,0,13
1000971,63,83,2577,282.33,281.33,0,0,41
1000972,37,113,1525,243.5,242.5,0,0,26
1000973,60,76,1109,178.48,321.13,0,0,460
1000974,116,13,1216,417.13,418.13,0,0,135
1000975,92,11,2304,485.03,485.03,0,0,80
1000976,40,51,2494,195,256.08,0,0,80
1000977,122,94,2631,98,152.35,0,0,40
1000978,105,74,1525,262.93,291.03,0,1,13
1000979,74,13,1109,279.42,278.42,0,0,1824
1000980,41,11,1230,466.63,466.63,0,0,150
1000981,143,186,1778,150.41,175.63,0,0,150
1000982,71,83,2322,322.1,321.1,0,0,270
1000983,76,76,1803,173.63,255.11,0,0,149
1000984,130,68,1216,417.13,417.13,0,0,14
1000986,3,61,1558,611.13,611.13,0,0,134
1000987,7,177,1445,660.63,658.63,0,0,26
1000988,85,161,2304,226.04,736.23,0,0,69
1000989,44,27,1438,217.28,218.28,0,0,123
1000990,142,41,2306,337.62,336.62,0,0,15
1000991,66,126,1558,678.03,679.03,0,0,69
1000992,145,77,2826,326.92,326.92,0,0,204
1000993,132,162,1993,118.4,116.4,0,0,67
1000994,30,30,2569,361.81,363.81,0,0,176
1000995,114,73,1727,421.95,422.95,0,0,123
1000996,80,92,1248,97,153.26,0,0,81
1000997,106,73,1770,411.28,484.03,0,0,40
1000998,98,109,1727,446.23,447.23,0,0,256
1000999,119,88,2492,446.23,447.23,0,0,55
1001000,79,26,2867,515.13,629.53,0,0,41
1001001,98,17,1248,146.5,147.5,0,0,28
1001002,125,34,2640,280.33,280.33,0,0,311
1001003,83,161,2760,242.53,241.53,0,0,150
1001004,47,20,1778,161.99,182.39,0,0,730
1001005,65,26,2707,224.13,224.13,0,0,121
1001006,101,86,1754,318.16,320.16,0,0,1162
1001007,142,67,1878,320.13,321.13,0,0,216
1001008,41,113,1778,177.54,178.54,0,0,352
1001009,95,27,2290,244.47,303.64,0,0,1107
1001010,137,88,1778,159.14,180.42,0,0,177
1001011,93,162,2760,241.53,242.53,0,0,27
1001012,119,83,2304,389.03,473.39,0,1,82
1001013,111,99,1109,188.18,309.43,0,0,379
1001014,89,174,2494,212.43,212.43,0,0,135
1001015,68,72,1847,242.53,243.53,0,0,28
1001016,84,81,2539,119.34,118.34,0,0,161
1001017,55,91,1778,184.33,183.33,0,0,54
1001018,22,26,1971,245.44,291.03,1,1,593
1001019,145,143,2760,184.36,262.93,0,0,15
1001020,123,74,2490,255.14,256.14,0,0,40
1001021,8,52,2867,668.33,670.33,0,0,28
1001022,138,43,1062,194.06,194.06,0,0,784
1001024,23,104,1878,282.33,282.33,0,1,123
1001025,110,13,1770,485.03,486.03,0,0,123
1001026,58,80,2490,254.2,252.2,0,0,567
1001027,9,72,1993,145.53,145.53,0,0,649
1001028,37,152,1962,435.59,641.23,1,1,851
1001029,106,29,1230,281.3,287.12,0,1,393
1001030,126,32,1754,283.24,283.24,0,0,567
1001031,65,108,2322,365.69,427.8,0,1,325
1001032,131,67,1847,194,195,0,0,148
1001033,73,177,2581,639.23,639.23,0,0,163
1001034,24,59,1962,610.13,612.13,0,0,244
1001036,71,57,2290,270.63,271.63,0,0,406
1001038,44,29,2322,325.98,325.98,0,0,161
1001039,39,161,1558,435.59,640.23,0,1,136
1001040,56,81,1062,170.75,170.75,0,0,447
1001041,22,108,1993,146.53,146.53,0,0,931
1001042,34,10,1248,150.35,150.35,0,0,204
1001043,55,113,2539,107.73,106.73,0,0,41
1001044,54,73,1727,402.55,403.55,0,0,94
1001046,142,43,1109,286.15,287.15,0,0,904
1001047,126,86,1971,322.04,323.04,0,0,865
1001048,105,94,2707,181.42,181.42,0,0,230
1001049,93,67,1311,170.78,168.78,0,0,459
1001050,29,32,1878,282.33,282.33,0,0,54
1001052,94,104,1847,195,196,0,0,109
1001053,105,51,1754,317.19,317.19,0,0,838
1001054,127,92,2867,726.53,728.53,0,0,15
1001055,72,61,1230,324.01,325.01,0,0,96
1001056,122,139,1230,316.28,315.28,0,0,298
1001058,5,139,2444,486.03,659.63,1,0,14
1001059,120,91,2631,155.26,155.26,0,0,14
1001060,65,91,1993,146.5,147.5,0,0,81
1001061,64,11,2664,277.42,321.13,0,0,755
1001063,124,23,2631,99,151.35,0,0,67
1001064,113,32,1778,161.02,161.02,0,0,135
1001065,124,39,1230,318.16,319.16,0,0,80
1001066,79,50,1558,463.69,639.23,1,0,69
1001068,124,89,2867,687.73,688.73,0,0,15
1001069,108,14,2581,486.03,679.03,0,1,433
1001070,50,113,1248,96.09,155.26,0,0,40
1001072,100,23,2126,534.53,532.53,0,0,40
1001073,75,177,2704,242.5,292.03,0,0,96
1001074,29,145,2539,120.28,122.28,0,0,406
1001075,116,42,1993,98.03,97.03,0,0,270
1001076,64,61,1230,322.1,321.1,0,0,109
1001077,130,27,1543,469.51,470.51,0,0,123
1001079,36,55,2760,243.53,243.53,0,0,15
1001080,131,83,2760,260.93,260.93,0,0,107
1001081,108,152,1727,403.55,403.55,0,0,229
1001082,25,177,1727,247.38,427.83,1,1,1431
1001083,80,67,2581,678.03,678.03,0,0,188
1001084,94,149,2760,243.53,242.53,0,0,55
1001085,16,50,2581,640.23,639.23,0,0,80
1001086,144,157,2760,184.36,261.93,0,0,96
1001087,129,36,2494,195,243.5,0,1,121
1001088,33,80,1230,337.62,372.54,1,0,177
1001089,114,61,2104,588.79,590.79,0,0,82
1001090,79,143,2444,514.13,629.53,0,0,53
1001091,76,174,2539,144.56,143.56,0,0,742
