id,week,center_id,meal_id,checkout_price,base_price,emailer_for_promotion,homepage_featured,num_orders
1001635,98,74,2760,242.53,242.53,0,0,13
1001636,47,77,1062,185.33,183.33,0,0,96
1001637,95,143,1109,291.03,320.13,1,1,1268
1001639,31,80,2707,230.92,229.92,0,0,499
1001641,38,110,2631,151.35,151.35,0,0,81
1001643,65,137,2539,143.62,142.62,0,0,1214
1001644,32,39,2640,280.33,282.33,0,0,81
1001645,47,132,1754,238.62,292.97,0,0,755
1001646,75,57,1993,122.28,120.28,0,0,150
1001648,78,76,1311,192.09,212.43,0,0,135
1001649,4,139,1248,92.15,146.5,0,0,28
1001650,135,88,1207,364.72,365.72,0,0,150
1001651,110,106,1216,339.5,340.5,0,0,13
1001652,13,99,1558,533.53,582.03,1,1,258
1001653,60,143,1062,162.99,162.99,0,0,148
1001654,122,143,1778,179.48,180.48,0,0,54
1001656,52,57,1885,95.06,96.09,1,1,609
1001657,134,20,1885,149.38,150.38,0,0,771
1001658,120,36,1571,581.03,582.03,0,0,188
1001660,33,30,2304,388.03,486.03,0,0,55
1001661,127,27,1993,151.38,150.38,0,1,1162
1001662,29,52,1198,161.05,161.05,0,0,567
1001663,129,109,1847,194,194,0,0,54
1001664,25,11,2704,290.03,292.03,0,1,123
1001665,80,59,1216,407.43,408.43,0,0,26
1001666,51,43,1558,679.03,679.03,0,0,215
1001667,3,43,2306,246.41,340.53,0,1,404
1001668,129,57,1962,511.19,660.63,0,0,229
1001669,53,137,2867,387.03,618.86,1,0,689
1001670,27,102,2306,242.5,242.5,0,0,14
1001671,98,66,2139,290.03,290.03,0,0,68
1001672,60,93,1062,153.26,175.6,0,0,432
1001673,29,59,2640,280.33,280.33,0,0,189
1001674,79,59,1902,447.23,447.23,0,0,41
1001675,63,97,2104,629.53,630.53,0,0,28
1001676,81,14,1109,309.43,311.43,0,0,339
1001677,122,51,1778,191.09,193.09,0,0,647
1001678,140,106,1778,172.72,172.72,0,0,161
1001679,64,67,1230,466.63,466.63,0,0,15
1001681,61,89,2760,213.43,241.53,0,1,176
1001683,5,61,1727,247.38,427.83,1,1,960
1001684,74,50,1571,631.53,630.53,0,0,68
1001685,113,58,1207,314.31,313.31,0,0,203
1001686,49,174,2707,188.18,221.22,0,0,1081
1001687,140,174,1902,387.03,446.23,0,0,40
1001688,98,10,2826,246.44,320.13,0,0,1215
1001689,47,76,1109,227.01,310.4,0,0,595
1001690,135,30,2707,234.74,234.74,0,0,216
1001691,36,17,2569,361.81,363.81,0,0,94
1001692,138,64,2826,327.92,326.92,0,0,149
1001693,74,20,2707,170.72,188.24,1,0,932
1001695,77,51,2826,321.13,319.13,0,0,284
1001696,105,53,2126,435.53,533.53,0,1,80
1001697,74,83,1207,322.04,322.04,0,0,230
1001698,10,51,2826,243.5,300.76,1,0,1324
1001699,77,143,1062,178.54,177.54,0,0,175
1001700,60,86,1216,407.43,406.43,0,0,15
1001702,32,58,2631,154.29,260.93,0,1,189
1001703,22,11,2760,243.53,241.53,0,0,81
1001704,145,17,1971,344.35,346.35,0,0,121
1001705,41,152,1543,465.63,466.63,0,0,27
1001706,66,124,1109,294.88,294.88,0,0,501
1001708,9,50,1993,119.31,120.28,0,1,1027
1001709,93,32,2956,582.03,583.03,0,0,67
1001710,50,52,1525,292.03,290.03,0,0,392
1001711,45,27,1198,136.77,241.59,0,0,96
1001712,70,81,1778,179.51,177.51,0,0,123
1001713,76,86,1543,484.03,484.03,0,0,13
1001714,34,13,1885,146.5,163.96,0,1,1998
1001715,123,139,2640,242.53,282.33,0,0,81
1001716,140,145,2581,549.08,548.08,0,0,229
1001717,1,36,1971,254.17,322.04,1,0,337
1001718,141,76,1230,389,462.75,0,0,15
1001719,77,73,2569,328.89,326.89,0,0,352
1001720,84,32,1543,387.03,561.63,0,0,177
1001721,108,51,1803,137.77,160.05,0,0,190
1001722,92,67,1445,669.33,668.33,0,0,107
1001723,123,58,1885,119.37,117.37,0,0,95
1001724,68,86,2664,336.65,335.65,0,0,474
1001725,115,104,1754,322.04,324.04,0,1,540
1001726,132,11,1230,333.74,335.62,0,1,243
1001727,92,81,1778,159.11,160.11,0,0,242
1001728,121,177,2322,320.13,311.4,1,1,350
1001729,104,10,1971,324.04,322.04,0,0,229
1001730,80,126,2826,291.03,291.03,0,0,230
1001731,123,83,1754,300.76,300.76,0,0,432
1001733,40,72,1727,445.23,445.23,0,0,458
1001734,78,137,2126,534.53,534.53,0,0,123
1001735,145,66,2569,237.68,283.24,0,0,445
1001736,53,80,1248,155.26,155.26,0,0,41
1001737,142,161,1885,120.31,119.31,0,0,405
1001738,91,186,1571,581.03,583.03,0,0,15
1001739,95,124,1754,310.43,310.43,0,0,163
1001740,45,109,2631,149.38,150.38,0,0,53
1001741,64,30,1230,452.99,454.99,0,0,55
1001742,38,27,1207,426.8,427.8,0,0,15
1001743,99,42,2539,120.31,121.31,0,0,96
1001744,41,86,1962,648.93,649.93,0,0,366
1001745,104,57,1971,321.07,323.07,0,0,310
1001746,61,34,1993,96.06,119.31,0,0,595
1001747,62,109,2492,387.03,387.03,0,0,40
1001748,22,88,1230,322.1,320.1,0,0,135
1001750,24,102,1878,280.33,281.33,0,0,13
1001751,43,30,2490,237.71,237.71,0,0,323
1001752,131,186,1993,120.28,121.28,0,0,203
1001754,116,52,2867,688.73,687.73,0,0,108
1001755,144,27,1198,189.18,190.18,0,0,121
1001756,75,39,2290,257.05,257.05,0,0,447
1001757,40,97,1754,310.43,310.43,0,0,352
1001758,42,76,2322,476.33,475.33,0,0,54
1001760,23,13,1993,161.99,161.99,0,0,1701
1001761,9,30,1543,438.5,437.5,0,0,82
1001762,88,29,1558,485.03,641.23,0,0,204
1001763,94,153,2956,583.03,583.03,0,0,67
1001764,71,41,1109,311.43,309.43,0,0,94
1001766,90,126,2664,315.28,315.28,0,0,216
1001767,3,132,2304,486.03,485.03,0,0,80
1001768,137,41,2490,290.03,290.03,0,0,121
1001769,89,68,1778,153.29,178.51,0,0,229
1001770,48,102,1216,417.13,417.13,0,0,26
1001771,103,80,2704,290.03,291.03,0,0,95
1001772,47,14,2304,486.03,484.03,0,0,53
1001773,112,94,1571,581.03,582.03,0,0,14
1001774,142,53,2490,291.03,291.03,0,0,177
1001775,54,57,2569,327.89,326.89,0,0,365
1001776,122,153,2581,669.33,668.33,0,0,149
1001777,54,68,1962,640.23,640.23,0,0,162
1001778,3,161,1754,281.33,281.33,0,0,136
1001779,78,113,2640,280.33,282.33,0,0,28
1001780,116,11,1803,164.93,197.94,0,0,553
1001781,4,30,1543,484.03,486.03,0,0,53
1001782,101,157,1778,160.05,149.41,1,0,68
1001783,41,83,2322,317.25,316.25,0,0,215
1001784,79,43,2569,335.65,334.65,0,0,311
1001785,26,20,1230,389,390,0,0,68
1001786,139,59,2631,93.15,165.93,0,0,148
1001787,77,97,2492,445.23,447.23,0,0,53
1001788,108,106,1062,155.2,157.2,0,0,285
1001789,103,64,1109,288.12,320.13,0,0,135
1001791,145,143,2104,582.03,581.03,0,0,69
1001792,21,186,2664,327.89,326.89,0,0,162
1001793,95,41,2492,388.03,388.03,0,0,40
1001794,122,20,2956,582.03,583.03,0,0,42
1001795,57,109,2306,338.53,340.53,0,0,28
1001796,126,41,2826,346.29,348.29,0,0,55
1001798,138,177,1962,548.08,548.08,0,0,42
1001799,79,92,1885,119.34,120.34,0,0,68
1001800,143,174,2826,378.33,379.33,0,0,688
1001801,20,126,1311,147.47,147.47,0,0,878
1001802,4,32,1971,291.06,291.06,0,0,203
1001804,12,145,2306,242.5,244.5,0,0,95
1001805,50,27,2707,194,227.01,0,0,1160
1001806,140,108,2304,485.03,486.03,0,0,41
1001807,107,92,2664,281.3,281.3,0,0,310
1001808,118,59,2631,153.29,153.29,0,0,161
1001809,63,42,2631,150.35,150.35,0,0,69
1001810,87,149,1727,426.83,425.83,0,0,54
1001811,60,108,2704,291.03,290.03,0,1,391
1001812,129,39,2569,339.53,340.53,0,0,689
1001813,134,17,1062,160.05,192.06,0,0,312
1001814,43,30,1198,161.05,161.05,0,0,28
1001815,108,146,2126,486.94,486.94,0,0,80
1001816,83,153,1543,387.03,484.03,0,0,96
1001817,80,80,1062,181.39,183.39,0,0,432
1001818,24,20,1438,243.5,244.5,0,0,15
1001819,80,30,2577,290.03,290.03,0,0,163
1001820,116,124,2704,290.03,292.03,0,0,54
1001821,110,77,2640,216.37,281.33,0,1,379
1001822,5,89,2704,291.03,291.03,0,0,94
1001823,123,109,2322,491.82,492.82,0,0,134
1001824,143,149,1230,357.02,357.02,0,0,82
1001825,53,24,2867,387.03,620.86,1,1,338
1001826,102,99,2494,194,196,0,0,81
1001827,85,74,1216,417.13,416.13,0,0,14
1001828,137,39,1543,382.18,484.09,1,0,134
1001829,123,59,2290,267.75,267.75,0,0,932
1001830,85,75,1062,174.66,172.66,0,0,877
1001831,83,77,2760,241.53,241.53,0,0,27
1001833,119,55,1778,182.42,181.42,0,0,202
1001834,42,113,2490,243.5,244.5,1,1,1675
1001835,115,58,2826,311.43,309.43,0,0,176
1001836,16,51,1525,291.03,290.03,0,0,135
1001838,145,177,2707,201.82,200.82,0,0,446
1001839,28,89,1962,727.53,583.03,0,1,190
1001840,38,32,1109,282.33,282.33,0,0,567
1001841,39,65,2322,298.76,298.76,0,0,190
1001842,43,59,2826,319.13,321.13,0,0,513
1001843,110,152,2539,98,119.34,0,0,69
1001844,117,53,1248,154.26,153.26,0,0,28
1001845,58,89,1230,466.63,464.63,0,0,80
1001846,58,32,1878,280.33,282.33,0,0,26
1001847,56,57,2631,149.41,148.41,0,0,42
1001848,143,77,1754,285.18,285.18,0,0,810
1001849,4,41,2640,254.2,280.33,0,0,54
1001850,16,14,1847,244.5,272.63,0,0,15
1001851,128,104,2322,390,500.55,0,0,243
1001852,145,52,1230,382.24,380.24,0,0,80
1001853,30,109,2569,362.81,362.81,0,0,188
1001854,139,10,2640,320.13,321.13,0,0,284
1001855,69,59,1971,193.09,291.03,0,1,1230
1001856,25,143,2640,280.33,280.33,0,0,231
1001857,57,43,2867,609.19,610.19,0,0,134
1001858,97,23,1847,194,196,0,0,28
1001859,88,75,2569,254.2,309.43,0,0,298
1001860,121,42,1247,389.03,446.23,0,0,55
1001861,56,126,2322,451.05,452.05,0,0,53
1001862,84,129,2306,349.23,349.23,0,0,14
1001863,120,157,2760,219.28,241.53,0,0,27
1001864,104,81,1754,292.03,291.03,0,0,472
1001865,102,75,1878,281.33,282.33,0,1,690
1001866,117,110,1902,445.23,447.23,0,0,41
1001867,87,13,1216,408.43,407.43,0,0,188
1001868,58,162,2760,242.53,242.53,0,0,15
1001869,59,17,2569,361.81,361.81,0,0,96
1001870,82,162,1878,282.33,281.33,0,0,53
1001871,95,174,1803,141.62,187.24,0,0,122
1001872,76,110,1778,183.39,183.39,0,0,311
1001873,15,51,1558,610.13,612.13,0,0,107
1001874,29,139,1525,243.53,282.33,1,1,41
1001875,30,73,1230,325.98,323.98,0,0,96
1001876,1,157,1971,260.99,260.93,1,0,554
1001877,94,113,1754,322.07,323.07,0,0,539
1001878,75,83,2444,630.53,631.53,0,0,27
1001879,19,20,2577,282.33,281.33,0,0,107
1001880,27,11,1993,122.28,122.28,0,0,823
1001881,56,102,1778,155.26,175.63,0,0,162
1001882,82,161,2577,281.33,281.33,0,0,94
1001883,107,55,2707,194.06,194.06,0,0,188
1001884,10,17,2581,602.4,602.4,0,0,96
1001885,80,14,2539,145.53,146.53,0,0,296
1001886,133,132,2494,194,195,0,0,80
1001887,121,80,1571,583.03,583.03,0,0,28
1001889,12,186,1962,534.53,582.03,1,0,216
1001890,51,67,1962,679.03,678.03,0,0,378
1001891,23,132,1062,159.08,183.36,0,0,798
1001892,105,11,1803,201.79,202.79,0,0,621
1001893,34,76,1438,256.08,257.08,0,0,175
1001895,142,57,2826,327.92,325.92,0,0,190
1001896,108,52,2640,212.46,292.03,1,1,743
1001897,43,36,2631,154.26,153.26,0,0,55
1001898,117,76,2304,388.03,473.39,0,0,136
1001899,77,74,2569,327.89,328.89,0,0,123
1001900,84,145,1754,322.07,323.07,0,0,230
1001901,74,23,1803,160.05,200.82,0,0,81
1001902,139,36,2826,378.33,379.33,0,0,541
1001903,85,110,1247,447.23,446.23,0,0,42
1001904,87,149,2322,314.31,313.31,0,0,80
1001906,14,43,1803,147.5,145.5,0,0,446
1001907,52,55,2581,680.03,679.03,0,0,68
1001908,99,59,2490,280.36,281.36,0,0,217
1001909,136,186,2631,95.06,154.26,0,1,163
1001910,8,101,2290,162.99,304.61,0,1,716
1001911,10,29,2704,247.38,281.33,0,1,216
1001912,4,23,2704,242.5,281.33,0,0,94
1001913,113,59,2539,150.38,150.38,0,0,365
1001914,134,57,2322,353.11,352.11,0,0,150
1001915,145,83,1558,547.08,547.08,0,0,148
1001916,93,86,2577,291.03,291.03,0,0,81
1001917,122,83,2640,282.33,280.33,0,0,296
1001918,141,36,2577,319.13,319.13,0,0,136
1001919,113,41,2704,291.03,292.03,0,0,13
1001920,91,42,2867,435.53,707.13,1,0,190
1001922,6,52,2139,436.53,437.53,0,0,41
1001923,7,86,1062,161.99,185.33,0,0,567
1001924,76,106,2490,145.5,244.5,1,1,1216
1001925,104,177,2306,243.5,349.23,1,0,82
1001926,117,11,1558,697.43,698.43,0,0,82
1001927,71,94,1754,191.12,292.03,1,0,865
1001928,140,20,2539,150.35,151.35,0,0,283
1001929,45,65,2539,91.18,93.18,0,0,176
1001930,124,67,1993,150.35,151.35,0,0,999
1001931,61,162,2539,99.91,121.25,0,0,82
1001932,94,132,1109,309.43,311.43,0,0,541
1001934,144,93,2704,319.13,320.13,0,0,54
1001935,10,41,2707,231.83,231.83,0,0,53
1001937,27,55,1525,291.03,291.03,0,0,13
1001938,99,43,2581,533.5,678.03,1,1,352
1001939,36,52,1847,258.08,258.08,0,0,67
1001940,62,104,2492,389.03,388.03,0,0,14
1001941,109,186,2104,583.03,581.03,0,0,13
1001942,74,86,1438,233.83,232.83,0,0,96
1001943,83,11,1902,436.53,437.53,0,0,14
1001944,124,73,2640,248.38,280.33,0,1,217
1001945,88,186,1754,290.03,291.03,0,0,364
1001946,50,10,1062,180.45,179.45,0,0,404
1001948,55,106,2704,292.03,290.03,0,0,135
1001949,30,113,1993,121.31,120.31,0,0,204
1001950,30,66,1109,244.5,305.58,1,1,1121
1001952,83,129,2539,120.28,121.28,0,0,150
1001954,98,89,2290,277.42,277.42,0,0,647
1001955,18,68,1971,290.06,291.06,0,0,243
1001957,82,23,2640,291.03,291.03,0,0,68
1001958,135,26,1216,414.25,414.25,0,0,69
1001961,135,109,2826,377.33,377.33,0,0,445
1001962,41,152,1230,265.81,324.98,0,0,81
1001963,86,72,2322,405.46,406.46,0,0,95
1001964,132,13,1438,196,194,0,0,215
1001966,84,66,2581,484.03,640.23,1,1,501
1001967,81,73,1962,641.23,641.23,0,0,175
1001968,121,59,2704,241.53,292.03,0,1,204
1001969,60,65,1971,243.5,289.06,0,1,3605
1001970,30,65,1878,282.33,281.33,0,0,420
1001971,46,17,1971,244.5,312.4,1,1,622
1001972,71,72,1885,147.5,145.56,0,1,742
1001973,34,83,1885,121.31,120.31,0,0,472
1001974,14,50,1770,484.03,485.03,0,0,15
1001975,78,110,1248,96.09,153.26,0,0,122
1001976,40,50,1109,292.94,292.94,0,0,323
1001977,86,161,2569,310.43,311.43,0,0,134
1001978,42,99,2631,154.26,155.26,0,0,53
1001979,32,89,1207,387.06,386.06,0,0,310
1001980,130,93,2444,767.33,766.33,0,0,68
1001981,103,23,1770,486.03,485.03,0,0,13
1001982,114,75,2492,447.23,446.23,0,0,40
1001983,1,161,2539,115.43,116.43,0,0,55
1001985,76,152,1216,389.03,445.23,0,0,80
1001986,57,43,1902,446.23,445.23,0,0,27
1001987,65,129,1571,631.53,630.53,0,0,41
1001988,139,86,1993,150.35,150.35,0,0,285
1001989,87,102,2306,270.69,350.23,0,0,53
1001990,100,81,1558,639.23,639.23,0,0,14
1001991,43,34,2569,328.89,327.89,0,0,298
1001992,86,23,2490,194.03,329.83,0,0,540
1001993,51,76,2539,121.28,145.53,0,0,297
1001994,8,41,2581,610.13,610.13,0,0,27
1001995,91,57,2640,282.33,280.33,0,0,134
1001996,46,149,1525,265.78,290.03,0,1,26
1001997,120,34,2664,282.3,283.3,0,0,323
1001998,48,26,1109,235.71,320.13,0,0,339
1001999,85,34,1571,582.03,582.03,0,0,123
1002000,19,50,2306,242.5,308.52,0,0,53
1002001,30,80,1438,194,242.5,0,0,68
1002002,41,58,1207,314.34,312.34,0,0,188
1002003,72,13,2760,242.53,242.53,0,0,527
1002004,11,39,1558,581.03,582.03,0,0,123
1002005,82,99,2704,242.53,292.03,0,0,176
1002007,72,75,1778,178.48,180.48,0,0,217
1002008,30,65,1558,641.23,639.23,0,0,107
1002009,5,99,2290,162.02,309.49,1,1,12137
1002010,133,124,2490,290.03,292.03,0,0,269
1002011,106,67,2126,436.53,532.53,0,1,149
1002012,114,80,1754,324.04,322.04,0,0,648
1002013,138,102,2640,320.13,321.13,0,0,42
1002014,118,74,1971,281.36,279.36,0,0,121
1002015,47,94,2664,327.89,326.89,0,0,338
1002016,114,59,2704,244.44,246.44,0,0,243
1002017,117,20,1803,176.57,177.57,0,0,270
1002019,42,132,2139,296.82,298.82,0,0,26
1002020,103,73,2490,243.5,244.5,0,0,96
1002021,60,23,2640,292.03,292.03,0,0,69
1002022,44,64,1885,119.37,118.37,0,0,324
1002023,76,39,1247,446.23,446.23,0,0,14
1002024,20,94,2707,221.19,220.19,0,0,163
1002025,43,17,1902,445.23,447.23,0,0,26
1002026,120,39,2664,281.3,282.3,0,0,540
1002027,62,110,1216,436.53,436.53,0,0,28
1002029,115,58,1543,474.39,474.39,0,0,68
1002030,36,77,1109,254.17,304.58,0,0,149
1002031,43,59,1754,310.43,309.43,0,0,188
1002032,76,24,2826,246.38,290.03,0,0,838
1002033,85,93,1109,279.36,320.13,0,0,215
1002034,41,177,1778,175.6,174.6,0,0,109
1002035,60,77,2290,270.63,272.63,0,0,418
1002036,117,186,2760,241.53,242.53,0,0,55
1002037,97,29,2539,121.28,121.28,0,0,67
1002039,1,66,1543,286.21,504.43,1,1,1054
1002040,98,139,1727,404.55,402.55,0,0,121
1002041,41,27,1311,168.84,197.94,0,0,311
1002042,34,152,2581,641.23,640.23,0,0,82
1002045,9,76,2581,573.3,573.3,0,0,283
1002046,4,80,1878,242.5,282.33,0,0,95
1002047,1,129,1558,583.03,610.13,1,1,123
1002048,63,81,2867,630.53,629.53,0,0,41
1002049,111,57,2640,281.33,280.33,0,0,109
1002050,96,104,2290,305.58,306.58,0,0,917
1002051,129,174,2494,195,194,0,0,149
1002052,9,34,1525,280.33,280.33,0,0,68
1002053,124,157,2664,283.3,282.3,0,0,283
1002054,34,13,1445,485.03,619.86,0,1,512
1002055,5,73,1754,252.23,280.33,0,0,526
1002056,137,27,2539,153.29,154.29,0,0,217
1002057,61,39,1754,278.45,277.45,0,0,702
1002058,145,59,1770,484.03,484.03,0,0,27
1002059,45,17,1558,486.03,680.03,1,1,284
1002060,133,186,2826,325.92,327.92,0,0,283
1002061,41,161,1062,165.9,165.9,0,0,42
1002062,121,99,2322,323.04,387.06,1,0,743
1002063,25,108,1543,484.03,484.03,0,0,26
1002065,63,41,1558,447.2,680.03,1,0,242
1002066,97,67,1754,263.84,309.43,0,0,215
1002067,4,26,1962,611.13,610.13,0,0,53
1002068,109,30,1558,486.03,678.03,1,1,797
1002069,2,29,2306,244.5,293,0,1,69
1002070,10,11,2760,242.53,243.53,0,0,189
1002071,62,86,2577,292.03,291.03,0,0,41
1002072,45,68,1216,427.83,426.83,0,0,28
1002073,34,91,1971,324.04,323.04,0,0,15
1002074,54,113,2760,196,196,0,0,15
1002075,45,109,1727,447.23,446.23,0,0,487
1002076,29,50,1230,325.98,324.98,0,0,202
1002077,37,113,2581,434.59,641.23,1,0,526
1002078,66,43,1198,199.82,200.82,0,0,433
1002079,98,106,2631,154.26,154.26,0,0,68
1002080,35,77,1878,280.33,280.33,0,0,53
1002081,98,59,1571,582.03,582.03,0,0,96
1002082,43,132,1754,311.43,310.43,0,0,256
1002083,63,24,1902,445.23,447.23,0,0,67
1002084,95,58,2322,321.07,323.07,0,0,217
1002085,23,41,1207,389,388,0,0,82
1002086,85,161,2664,299.79,298.79,0,0,351
1002087,79,153,1438,231.83,233.83,0,0,15
1002088,89,126,1445,670.33,670.33,0,0,41
1002089,46,29,2664,327.89,328.89,0,0,217
1002090,6,109,2581,612.13,610.13,0,0,135
1002091,104,143,2290,260.93,260.93,0,0,985
1002092,68,74,1993,96.06,122.28,0,0,258
1002093,136,124,2306,335.62,336.62,0,0,15
1002094,42,153,2139,297.82,298.82,0,0,26
1002095,79,91,2304,486.03,486.03,0,0,14
1002096,129,157,1558,513.19,660.63,0,0,80
1002097,47,77,1248,115.46,147.5,0,0,81
1002098,123,64,2139,280.33,282.33,0,0,42
1002099,50,68,1754,245.44,262.9,0,1,690
1002100,14,145,1230,321.07,323.07,0,0,177
1002101,142,67,1803,169.75,220.25,0,0,541
1002102,109,58,1727,427.83,425.83,0,0,323
1002103,33,93,2139,296.82,454.93,0,0,68
1002104,33,110,1962,639.23,640.23,0,0,109
1002105,101,83,1878,281.33,282.33,0,0,310
1002106,23,27,1207,388,388,0,0,67
1002107,54,101,2322,287.12,463.69,0,1,1403
1002108,2,11,1558,581.03,612.13,1,0,216
1002109,10,20,1558,583.03,582.03,0,0,42
1002110,119,36,1311,155.23,156.23,0,0,298
1002111,39,129,1248,153.26,154.26,0,0,41
1002112,18,132,1885,145.56,135.86,0,1,1526
1002113,94,36,2704,290.03,292.03,0,0,242
1002114,78,64,1445,515.13,630.53,0,0,42
1002115,25,186,2290,309.43,309.43,0,0,352
1002116,63,153,1247,445.23,447.23,0,0,26
1002117,82,146,2444,645.05,645.05,0,0,69
1002118,130,137,2490,292.03,290.03,0,0,433
1002119,1,43,2139,339.5,435.53,0,0,55
1002120,89,97,1971,321.07,323.07,0,0,337
1002121,14,29,1885,114.52,113.52,0,0,190
1002122,38,143,1109,290.06,291.06,0,0,270
1002123,126,66,2139,277.48,275.48,0,0,55
1002124,51,23,1770,484.03,486.03,0,0,28
1002125,95,162,1727,402.55,403.55,0,0,445
1002126,103,139,1754,292.03,290.03,0,0,310
1002127,141,74,2826,325.92,327.92,0,0,163
1002129,142,77,2490,277.45,276.45,0,0,204
1002130,19,152,1878,241.53,241.53,0,0,256
1002131,17,67,1525,291.03,291.03,0,0,420
1002132,142,186,2704,319.13,319.13,0,0,53
1002133,90,26,1525,291.03,290.03,0,0,13
1002134,46,157,2569,326.89,326.89,0,0,177
1002135,127,67,2322,384.12,514.13,0,0,283
1002136,52,149,2126,436.5,552.93,1,0,27
1002137,110,55,2290,293.94,292.94,0,0,419
1002138,73,53,1247,446.23,446.23,0,0,40
1002139,7,27,1247,445.23,447.23,0,0,68
1002140,34,10,1770,486.03,486.03,0,0,26
1002141,11,41,1727,447.23,447.23,0,0,136
1002142,44,23,2492,387.03,387.03,0,0,26
1002143,115,80,1438,243.5,243.5,0,1,108
1002144,140,113,2104,484.03,630.53,0,0,28
1002145,55,139,1962,505.43,640.23,1,1,217
1002146,63,80,1216,408.43,408.43,0,0,14
1002147,84,101,2539,144.53,144.53,0,0,351
1002148,13,11,1062,181.42,181.42,0,0,649
1002149,117,97,1230,320.13,320.13,0,0,189
1002150,125,99,1558,640.23,640.23,0,0,41
1002151,48,145,1230,321.13,321.13,0,0,296
1002152,139,20,2704,260.93,320.13,0,1,203
1002153,144,83,1971,327.86,328.86,0,0,204
1002154,63,14,1770,484.03,485.03,0,0,41
1002155,54,89,2306,243.5,340.53,0,0,109
1002156,59,77,1109,168.84,310.43,0,0,175
1002157,129,36,1847,194,244.5,0,1,121
1002158,137,34,1778,151.32,152.32,0,0,108
1002159,94,97,2577,282.33,280.33,0,0,68
1002160,94,157,1543,522.83,601.43,0,0,27
1002161,12,27,1525,243.53,292.03,0,1,311
1002162,44,126,1230,480.21,479.21,0,0,41
1002163,58,99,1109,87.3,319.19,0,0,877
1002164,10,52,2631,251.23,251.23,0,0,26
1002165,25,89,2492,388.03,388.03,0,0,28
1002166,44,102,2322,302.7,302.7,0,0,190
1002167,42,57,2139,296.82,297.82,0,0,42
1002168,34,80,2444,485.03,618.86,0,1,258
1002170,64,113,1445,630.53,631.53,0,0,28
1002171,10,32,1558,584.94,585.94,0,0,204
1002172,9,36,1971,312.4,311.4,0,0,256
1002173,11,23,2492,388.03,387.03,0,0,14
1002174,10,88,1207,324.98,324.98,0,0,13
1002175,2,52,2126,485,533.53,0,1,134
1002176,93,157,1207,302.67,301.67,0,0,53
1002177,89,72,1311,130.04,177.51,0,0,68
1002178,24,50,2444,604.31,606.31,0,0,109
1002179,43,88,1971,291.06,291.06,0,0,366
1002180,107,58,1543,473.39,473.39,0,1,42
1002181,105,177,2322,284.27,284.27,0,0,485
